date,goog_open,goog_high,goog_low,goog_close,goog_adj_close,goog_volume,ibm_open,ibm_high,ibm_low,ibm_close,ibm_adj_close,ibm_volume,ge_open,ge_high,ge_low,ge_close,ge_adj_close,ge_volume,tsla_open,tsla_high,tsla_low,tsla_close,tsla_adj_close,tsla_volume,aapl_open,aapl_high,aapl_low,aapl_close,aapl_adj_close,aapl_volume
2010-07-19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2010-07-20,1.0000433769819708,1.0284041722163513,1.0067319262240468,1.0330559087406863,1.0330559087406863,0.8910238214808184,0.9557006521442551,0.9707009751993796,0.957622534767568,0.9750366732818918,0.9750368542852672,1.9475717044560477,0.9808743169398906,1.01831750339213,0.9923980649619902,1.0218878248974008,1.021887892127333,1.371006459764025,1.0224613466325996,0.9820224719101124,0.9584129541108986,0.9265175262437244,0.9265175262437244,0.7340840538910115,0.9720665888565204,1.0120857567765085,1.0017111727094203,1.0256942571299563,1.025694027502883,1.0492668461401806
2010-07-21,1.0498687529722879,1.0341743968206498,1.0391457952229637,1.0242824787579785,1.0242824787579785,0.7207362606170441,0.9826688735939828,0.9702407972756252,0.9707876283706328,0.9651745416150844,0.9651744247916032,1.0270486135946404,1.0321038251366121,1.0312075983717774,1.0117484450587422,1.015047879616963,1.0150478221789567,1.3250035661157866,0.9667758087610758,0.9393258426966292,0.9321223709369024,0.9228662254678228,0.9228662254678228,0.50372008847778,1.060869155246705,1.0611092865020235,1.0601000807132686,1.0352634031337071,1.035263133381978,1.1573417877201853
2010-07-22,1.0481985252070654,1.0411583497964378,1.0545549864068722,1.0399631025958207,1.0399631025958207,0.4719753706412804,0.9817362397098972,0.9800582458943762,0.9819273031832711,0.9821250317811484,0.98212514623346,0.8236177669694585,1.0300546448087429,1.037313432835821,1.0345542501727711,1.0403556771545828,1.0403557056347583,1.3103070935137449,0.959288677618686,0.9550561797752808,0.973709416826004,0.9584664536741214,0.9584664536741214,0.3852000804343455,1.0312149341695234,1.0404994024171792,1.0655675888095015,1.0547275237745022,1.0547274282051713,0.6299001052243192
2010-07-23,1.04286244468234,1.0445863999363998,1.0491563084294042,1.0512248243854705,1.0512248243854705,0.4976309526408874,0.9893526461390012,0.987881562053936,0.9893277630804612,0.9891363889664438,0.9891363716044436,0.6053453496411797,1.0389344262295082,1.0753052917232022,1.0387007601935037,1.0745554035567717,1.0745554443365617,2.2972979031239174,0.9915769774648115,0.9689887191011236,1.0066921128107074,0.9717024646280238,0.9717024646280238,0.26285944098129904,1.0288537928972692,1.0420201683361558,1.069615931695429,1.0584737406948503,1.0584736448400334,0.5206444647908496
2010-07-26,1.060909771196594,1.0449270790012477,1.0598006560614628,1.0488866942234911,1.0488866942234911,0.4384593550077512,0.9961917695840796,0.985043626896624,0.9904183528245836,0.9893675238891494,0.9893676361445802,0.6168967408149155,1.0867486338797814,1.0963364993215738,1.0850034554250172,1.1039670998632012,1.1039672475533735,1.6495893872394187,1.006083247258622,0.9662921348314608,0.970363240917782,0.9561844363304428,0.9561844363304428,0.370882766941484,1.0404994024171792,1.040899602500413,1.0755843078821894,1.0557862744310549,1.055786152622209,0.4105033002172814
2010-07-27,1.06414181920425,1.0592995024987528,1.0713630184321792,1.0567377452369062,1.0567377452369062,0.5386798838402586,1.0008549079172289,0.990719382162932,0.9962608396144288,0.9910625775286084,0.9910625360832952,0.5541091481296044,1.1133879098360655,1.1241519674355496,1.1126468555632345,1.1067031463748291,1.1067031358664203,1.4252664397937769,0.9784744511710598,0.9519101123595506,0.968451242829828,0.9379278411684162,0.9379278411684162,0.24922581942489444,1.043981081511731,1.059708614224152,1.0863939609752356,1.0753318593561605,1.0753319048453371,0.5707995681703267
2010-07-28,1.0735992981295166,1.054508671806583,1.0549702859121723,1.038976353830943,1.038976353830943,0.5485272604205332,1.0,0.9921000233126236,0.9961829242105992,0.9895215342218256,0.9895218989160184,0.5064969124764561,1.099726775956284,1.0976933514246947,1.1022805805114029,1.0978111491108071,1.0978111933289785,1.0694088398915902,0.9616283593061132,0.9393258426966292,0.9804015296367112,0.9456868553172066,0.9456868553172066,0.18789463100744014,1.055186403707815,1.0644709559958074,1.0861852172452529,1.0626271650209578,1.0626267999598258,0.5075611189308116
2010-07-29,1.054098615660343,1.0409454034141954,1.0476700518599482,1.0403492134170318,1.0403492134170318,0.5879713530863119,1.003031009606451,0.9932504604521222,0.9904183528245836,0.9863626697321728,0.9863626506851102,1.0721932146007678,1.103142076502732,1.1017639077340569,1.1015894955079475,1.1046511627906976,1.1046511759859152,1.422038595561714,0.9719232114214688,0.9384269213483144,0.9560229445506692,0.9287996348699225,0.9287996348699225,0.24773778403378244,1.0433407781866244,1.0511044525018585,1.0688646587749948,1.051021981988412,1.0510220511613304,0.6284242316574881
2010-07-30,1.0404329931036274,1.0377089158655453,1.0472547479548229,1.0400488901271066,1.0400488901271066,0.4711784100089522,0.9903629593590264,0.9892620881553118,0.9896393701659022,0.9892903992991202,0.9892904955005024,0.7177598168943566,1.087431693989071,1.1017639077340569,1.0995162404975811,1.1025992476060194,1.1025991288139705,1.2253255354268129,0.9452503535212751,0.9186517303370788,0.9345123804971318,0.9100867640346876,0.9100867640346876,0.17168711039613915,1.0240515039522489,1.0392987741540332,1.0638564453154389,1.0475201009130983,1.0475199532610049,0.4375008540934993
